"","X","id","name","address","city","state","zip","telephone","type","status","population","county","country","lat","long","naics_code","naics_desc","source","sourcedate","val_date","website","alt_name","owner","beds","trauma","helipad","overall_type","tot_res","tot_staff","excess_bed","medicaidid","medicareid","state_lic","sourcetype","emergtitle","emergtel","emergext","st_vendor","st_version","geoprec","phoneloc","qc_qa","ucaoa_id","ny_metro"
"52",994,17910003,"Nyu Hospital For Joint Diseases","301 E 17th St","New York","NY",10003,"(212) 598-6000","General Acute Care","open",225,"New York","USA",40.734431687,-73.982999962,622110,"General Medical And Surgical Hospitals","https://profiles.health.ny.gov/hospital/county_or_region/","2018-08-20T00:00:00.000Z","2014-02-10T00:00:00.000Z","http://www.med.nyu.edu/hjd/",NA,"Non-Profit",225,NA,"N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"53",995,18610032,"New York Presbyterian Morgan Stanley Children's Hospital","3959 Broadway","New York","NY",10032,"(212) 305-5437","Children","open",190,"New York","USA",40.8397632590001,-73.941282577,622110,"Children's Hospitals, General","https://profiles.health.ny.gov/hospital/county_or_region/","2018-08-20T00:00:00.000Z","2014-02-10T00:00:00.000Z","http://www.nyp.org/morganstanley",NA,"Non-Profit",190,"LEVEL I PEDIATRIC","N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"54",996,18810019,"The Addiction Institute Of New York","1000 10th Ave","New York","NY",10019,"(212) 256-3800","Psychiatric","closed",NA,"New York","USA",40.76941213,-73.986808395,622210,"Hospitals, Psychiatric (Except Convalescent)","https://profiles.health.ny.gov/hospital/county_or_region/","2018-08-20T00:00:00.000Z","2014-02-10T00:00:00.000Z","http://www.stlukeshospitalnyc.org/Addiction.aspx",NA,"Non-Profit",NA,NA,"N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"55",997,19611373,"Elmhurst Hospital Center","79-01 Brdway","Elmhurst","NY",11373,"(718) 334-4000","General Acute Care","open",551,"Queens","USA",40.7448273630001,-73.886079665,622110,"General Medical And Surgical Hospitals","https://profiles.health.ny.gov/hospital/county_or_region/","2018-08-20T00:00:00.000Z","2014-01-03T00:00:00.000Z","http://www.nyc.gov/html/hhc/ehc/html/home/home.shtml",NA,"Government - Local",551,"LEVEL I","N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"56",998,19711414,"Jamaica Hospital Medical Center","8900 Van Wyck Expressway","Jamaica","NY",11414,"(718) 206-6000","General Acute Care","open",408,"Queens","USA",40.700103647,-73.816114892,622110,"General Medical And Surgical Hospitals","https://profiles.health.ny.gov/hospital/county_or_region/","2018-08-20T00:00:00.000Z","2014-02-10T00:00:00.000Z","http://jamaicahospital.org/",NA,"Non-Profit",408,"LEVEL I","N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"57",1002,20311355,"New York Hospital Queens","56 45 Main St","Flushing","NY",11355,"(718) 670-2000","General Acute Care","open",519,"Queens","USA",40.7467722760001,-73.8254163829999,622110,"General Medical And Surgical Hospitals","https://profiles.health.ny.gov/hospital/county_or_region/","2018-08-20T00:00:00.000Z","2014-02-10T00:00:00.000Z","http://www.nyhq.org/",NA,"Non-Profit",519,"LEVEL I","N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"58",1003,20610301,"Richmond University Medical Center - Main Campus","355 Bard Ave","Staten Island","NY",10301,"(718) 818-2413","General Acute Care","open",448,"Richmond","USA",40.6359024070001,-74.105937803,622110,"General Medical And Surgical Hospitals","https://profiles.health.ny.gov/hospital/county_or_region/","2018-08-20T00:00:00.000Z","2014-02-10T00:00:00.000Z","http://www.rumcsi.org/Main/Home.aspx",NA,"Non-Profit",448,"LEVEL I, LEVEL II PEDIATRIC","N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"59",1004,20710305,"Staten Island University Hospital - North","475 Seaview Avenue","Staten Island","NY",10305,"(718) 226-9515","General Acute Care","open",508,"Richmond","USA",40.5849846130001,-74.086219886,622110,"General Medical And Surgical Hospitals","https://profiles.health.ny.gov/hospital/county_or_region/","2018-08-20T00:00:00.000Z","2014-03-13T00:00:00.000Z","http://www.siuh.edu/",NA,"Non-Profit",508,"LEVEL I, LEVEL I PEDIATRIC","Y","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"60",1005,114010016,"Bellevue Hospital Center","462 First Avenue","New York","NY",10016,"(212) 562-4132","General Acute Care","open",912,"New York","USA",40.739320095,-73.975381746,622110,"General Medical And Surgical Hospitals","https://profiles.health.ny.gov/hospital/county_or_region/","2018-08-20T00:00:00.000Z","2015-02-11T00:00:00.000Z","http://www.nychealthandhospitals.org/bellevue/html/home/home.shtml",NA,"Government - Local",912,"LEVEL I","N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"61",1006,114511542,"Glen Cove Hospital","101 St Andrews Lane","Glen Cove","NY",11542,"(516) 674-7588","General Acute Care","open",247,"Nassau","USA",40.871001397,-73.622385666,622110,"General Medical And Surgical Hospitals","https://profiles.health.ny.gov/hospital/county_or_region/","2018-08-20T00:00:00.000Z","2015-02-11T00:00:00.000Z","https://www.northwell.edu/find-care/locations/glen-cove-hospital",NA,"Non-Profit",247,NA,"N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"62",1011,115411234,"Mount Sinai Beth Israel Brooklyn","3201 Kings Highway","Brooklyn","NY",11234,"(718) 951-3000","General Acute Care","open",212,"Kings","USA",40.6188201030001,-73.94290124,622110,"General Medical And Surgical Hospitals","https://profiles.health.ny.gov/hospital/county_or_region/","2018-08-20T00:00:00.000Z","2015-02-11T00:00:00.000Z","http://www.bethisraelny.org/brooklyn/",NA,"Non-Profit",212,NA,"N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"63",1013,116710037,"Harlem Hospital Center","506 Lenox Avenue","New York","NY",10037,"(212) 939-1000","General Acute Care","open",282,"New York","USA",40.81426493,-73.939861261,622110,"General Medical And Surgical Hospitals","https://profiles.health.ny.gov/hospital/county_or_region/","2018-08-20T00:00:00.000Z","2015-02-11T00:00:00.000Z","http://www.nychealthandhospitals.org/harlem/html/home/home.shtml",NA,"Government - Local",282,"LEVEL II","N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"64",1014,116810035,"Henry J. Carter Specialty Hospital","1752 Park Avenue","New York","NY",10035,"(212) 318-8000","Long Term Care","open",201,"New York","USA",40.80328511,-73.9416238539999,622310,"Specialty (Except Psychiatric And Substance Abuse) Hospitals","https://profiles.health.ny.gov/hospital/county_or_region/","2018-08-20T00:00:00.000Z","2015-02-11T00:00:00.000Z","http://www.nychealthandhospitals.org/carter/html/home/home.shtml",NA,"Not Available",201,NA,"N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"65",1015,116910457,"Sbh Health System","4422 Third Avenue","Bronx","NY",10457,"(718) 960-9000","General Acute Care","open",461,"Bronx","USA",40.852689006,-73.891362876,622110,"General Medical And Surgical Hospitals","https://profiles.health.ny.gov/hospital/county_or_region/","2018-08-20T00:00:00.000Z","2015-02-11T00:00:00.000Z","http://www.sbhny.org/st-barnabas-hospital",NA,"Non-Profit",461,"LEVEL II","N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"66",1023,118510466,"Montefiore Medical Center-Wakefield Hospital","600 East 233rd Street","Bronx","NY",10466,"(718) 920-9000","General Acute Care","open",325,"Bronx","USA",40.893697171,-73.861191189,622110,"General Medical And Surgical Hospitals","https://profiles.health.ny.gov/hospital/county_or_region/","2018-08-20T00:00:00.000Z","2015-05-12T00:00:00.000Z","http://www.montefiore.org/",NA,"Non-Profit",325,NA,"N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"67",1028,118710025,"Mount Sinai St. Luke's","1111 Amsterdam Avenue","New York","NY",10025,"(212) 523-4295","General Acute Care","open",495,"New York","USA",40.804922543,-73.961590352,622110,"General Medical And Surgical Hospitals","https://profiles.health.ny.gov/hospital/county_or_region/","2018-08-20T00:00:00.000Z","2015-02-24T00:00:00.000Z","http://www.stlukeshospitalnyc.org/index.aspx",NA,"Non-Profit",495,"LEVEL II","N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"68",1029,118810032,"New York Presbyterian Hospital - Columbia Presbyterian Center","622 West 168th Street","New York","NY",10032,"(212) 305-2500","General Acute Care","open",1007,"New York","USA",40.841052882,-73.940686522,622110,"General Medical And Surgical Hospitals","https://profiles.health.ny.gov/hospital/county_or_region/","2018-08-20T00:00:00.000Z","2015-02-24T00:00:00.000Z","http://www.nyp.org/locations/newyork-presbyterian-columbia-university-medical-center",NA,"Non-Profit",1007,NA,"N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"69",1030,118910021,"New York Presbyterian Hospital - New York Weill Cornell Center","525 East 68th Street","New York","NY",10021,"(212) 746-5454","General Acute Care","open",862,"New York","USA",40.7645499400001,-73.954332262,622110,"General Medical And Surgical Hospitals","https://profiles.health.ny.gov/hospital/county_or_region/","2018-08-20T00:00:00.000Z","2015-02-24T00:00:00.000Z","http://www.nyp.org/",NA,"Non-Profit",862,"LEVEL I, LEVEL II PEDIATRIC","N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"70",1031,119511201,"Nyulmc - Cobble Hill","83 Amity Street","Brooklyn","NY",11201,"NOT AVAILABLE","General Acute Care","closed",NA,"Kings","USA",40.6898734210001,-73.997765714,622110,"General Medical And Surgical Hospitals","https://profiles.health.ny.gov/hospital/county_or_region/","2018-08-20T00:00:00.000Z","2015-02-24T00:00:00.000Z","http://nyulangone.org/locations/nyu-langone-cobble-hill",NA,"Non-Profit",NA,NA,"N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"71",1034,120511501,"Winthrop-University Hospital","259 First Street","Mineola","NY",11501,"(516) 663-0333","General Acute Care","open",591,"Nassau","USA",40.7406974780001,-73.6430083989999,622110,"General Medical And Surgical Hospitals","https://profiles.health.ny.gov/hospital/county_or_region/","2018-08-20T00:00:00.000Z","2015-02-24T00:00:00.000Z","http://www.winthrop.org/",NA,"Government - State",591,"LEVEL I","N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"72",1040,10610468,"James J. Peters Va Medical Center","130 W Kingsbridge Rd","Bronx","NY",10468,"NOT AVAILABLE","Military","open",NA,"Bronx","USA",40.867348658,-73.906382086,622110,"General Medical And Surgical Hospitals","https://profiles.health.ny.gov/hospital/county_or_region/","2018-08-20T00:00:00.000Z","2015-05-22T00:00:00.000Z","http://www.bronx.va.gov/",NA,"Government - Federal",NA,NA,"N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"73",1260,21210305,"Staten Island University Hospital - South","375 Seguine Avenue","Staten Island","NY",10305,"(718) 226-2000","General Acute Care","open",206,"Richmond","USA",40.5165692800001,-74.1964660899999,622110,"General Medical And Surgical Hospitals","https://profiles.health.ny.gov/hospital/county_or_region/","2018-08-20T00:00:00.000Z","2014-02-12T00:00:00.000Z","www.siuh.edu",NA,"Non-Profit",206,NA,"N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"74",1397,117510021,"Memorial Hospital For Cancer And Allied Diseases","1275 York Avenue","New York","NY",10021,"(212) 639-2000","Special","open",514,"New York","USA",40.7642743170001,-73.956595517,622310,"Specialty (Except Psychiatric And Substance Abuse) Hospitals","https://profiles.health.ny.gov/hospital/county_or_region/","2018-08-20T00:00:00.000Z","2015-02-11T00:00:00.000Z","https://www.mskcc.org/",NA,"Non-Profit",514,NA,"N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"75",1884,5607005,"Saint Clares Hospital - Boonton Township Campus","130 Powerville Road","Boonton Township","NJ",7005,"(973) 983-5506","Psychiatric","open",120,"Morris","USA",40.9098147980001,-74.4253929779999,622210,"Mental Health Hospitals","https://www.state.nj.us/health/healthfacilities/findhospital.shtml","2018-08-09T00:00:00.000Z","2014-02-10T00:00:00.000Z","http://www.saintclares.com/",NA,"Proprietary",120,NA,"N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"76",1911,9807733,"Bayshore Medical Center","727 North Beers Street","Holmdel","NJ",7733,"(732) 739-5900","General Acute Care","open",211,"Monmouth","USA",40.4051614140001,-74.1916843239999,622110,"General Medical And Surgical Hospitals","https://www.state.nj.us/health/healthfacilities/findhospital.shtml","2018-08-09T00:00:00.000Z","2014-02-10T00:00:00.000Z","http://www.bchs.com","bayshore medical center","Non-Profit",211,NA,"Y","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"77",1933,2706856,"Norwalk Hospital","34 Maple St","Norwalk","CT",6856,"(203) 852-2000","General Acute Care","open",328,"Fairfield","USA",41.111596648,-73.422623625,622110,"General Medical And Surgical Hospitals","https://www.elicense.ct.gov/Lookup/GenerateRoster.aspx","2018-08-13T00:00:00.000Z","2014-02-10T00:00:00.000Z","http://www.norwalkhospital.org","norwalk hospital association","Non-Profit",328,"LEVEL II","Y","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"78",1934,406069,"Sharon Hospital","50 Hospital Hill Road, Po Box 789","Sharon","CT",6069,"(860) 364-4228","General Acute Care","open",78,"Litchfield","USA",41.88054263,-73.4817383289999,622110,"General Medical And Surgical Hospitals","https://www.elicense.ct.gov/Lookup/GenerateRoster.aspx","2018-08-13T00:00:00.000Z","2014-02-10T00:00:00.000Z","http://www.sharonhospital.com",NA,"Proprietary",78,NA,"Y","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"79",2376,3006492,"Masonicare Health Center","22 Masonic Ave","Wallingford","CT",6492,"(203) 679-5900","Chronic Disease","open",65,"New Haven","USA",41.4627059160001,-72.8362394009999,622110,"General Medical And Surgical Hospitals","https://www.elicense.ct.gov/Lookup/GenerateRoster.aspx","2018-08-13T00:00:00.000Z","2014-02-10T00:00:00.000Z","http://www.masonicare.org",NA,"Non-Profit",65,NA,"N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"80",2377,4006840,"Silver Hill Hospital, Inc.","208 Valley Rd","New Canaan","CT",6840,"(866) 542-4455","Psychiatric","open",NA,"Fairfield","USA",41.1654062920001,-73.469922819,622210,"Psychiatric And Substance Abuse Hospitals","https://www.elicense.ct.gov/Lookup/GenerateRoster.aspx","2018-08-13T00:00:00.000Z","2016-04-04T00:00:00.000Z","http://www.silverhillhospital.org/home",NA,"Non-Profit",NA,NA,"N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"81",2558,107663,"Kessler Institute For Rehabilitation Incorporated - North Facility","300 Market Street","Saddle Brook","NJ",7663,"(201) 587-8500","Rehabilitation","open",112,"Bergen","USA",40.8960694150001,-74.0928089939999,622310,"Rehabilitation Hospitals (Except Alcoholism, Drug Addiction)","https://www.state.nj.us/health/healthfacilities/findhospital.shtml","2018-08-09T00:00:00.000Z","2013-12-09T00:00:00.000Z","http://www.kessler-rehab.com/company/locations/Default.aspx#saddle-brook",NA,"Proprietary",112,NA,"N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"82",2559,2307977,"The Matheny Medical And Educational Center","65 Highland Avenue","Peapack","NJ",7977,"(908) 234-0011","Special","open",101,"Somerset","USA",40.712185215,-74.6408983859999,622310,"Specialty (Except Psychiatric And Substance Abuse) Hospitals","https://www.state.nj.us/health/healthfacilities/findhospital.shtml","2018-08-09T00:00:00.000Z","2014-02-10T00:00:00.000Z","http://www.matheny.org",NA,"Non-Profit",101,NA,"Y","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"83",2561,1207112,"Childrens Hospital Of New Jersey - Newark","201 Lyons Avenue","Newark","NJ",7112,"(973) 926-7000","Children","open",NA,"Essex","USA",40.709470278,-74.211927641,622110,"Children's Hospitals, General","https://www.state.nj.us/health/healthfacilities/findhospital.shtml","2018-08-09T00:00:00.000Z","2014-02-10T00:00:00.000Z","http://www.barnabashealth.org/hospitals/childrens_hospital/",NA,"Non-Profit",NA,NA,"N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"84",2562,5307052,"Kessler Institute For Rehabilitation - West Orange","1199 Pleasant Valley Way","West Orange","NJ",7052,"(973) 243-6806","Rehabilitation","open",152,"Essex","USA",40.7854995370001,-74.2770047399999,622310,"Rehabilitation Hospitals (Except Alcoholism, Drug Addiction)","https://www.state.nj.us/health/healthfacilities/findhospital.shtml","2018-08-09T00:00:00.000Z","2013-12-11T00:00:00.000Z","http://www.kessler-rehab.com/company/locations/Default.aspx#west-orange",NA,"Proprietary",152,NA,"N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"85",2563,6107112,"Newark Beth Israel Medical Center","201 Lyons Avenue","Newark","NJ",7112,"(973) 926-7000","General Acute Care","open",665,"Essex","USA",40.709222079,-74.211542362,622110,"General Medical And Surgical Hospitals","https://www.state.nj.us/health/healthfacilities/findhospital.shtml","2018-08-09T00:00:00.000Z","2014-02-10T00:00:00.000Z","http://www.barnabashealth.org/hospitals/newark_beth_israel/index.html",NA,"Non-Profit",665,NA,"N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"86",2564,6207102,"Saint Michaels Medical Center","111 Central Avenue","Newark","NJ",7102,"(973) 877-5350","General Acute Care","open",358,"Essex","USA",40.7435805320001,-74.174121429,622110,"General Medical And Surgical Hospitals","https://www.state.nj.us/health/healthfacilities/findhospital.shtml","2018-08-09T00:00:00.000Z","2014-02-10T00:00:00.000Z","http://www.smmcnj.org",NA,"Non-Profit",358,NA,"N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"87",2566,13607032,"Hudson Surgical Center","206 Bergen Avenue","Kearny","NJ",7032,"(201) 955-7000","Special","open",NA,"Hudson","USA",40.7580291190001,-74.1491509809999,622310,"Specialty (Except Psychiatric And Substance Abuse) Hospitals","https://www.state.nj.us/health/healthfacilities/findhospital.shtml","2018-08-09T00:00:00.000Z","2013-12-10T00:00:00.000Z","http://hudsonsurgicalcenter.com/",NA,"Proprietary",NA,NA,"N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"88",2567,4507092,"Childrens Specialized Hospital","150 New Providence Road","Mountainside","NJ",7092,"(888) 244-5373","Children","open",60,"Union","USA",40.6697668,-74.353909903,622310,"Children's Hospitals, Specialty (Except Psychiatric, Substance Abuse)","https://www.state.nj.us/health/healthfacilities/findhospital.shtml","2018-08-09T00:00:00.000Z","2014-02-10T00:00:00.000Z","http://www.childrens-specialized.org/Locations/Mountainside.aspx",NA,"Non-Profit",60,NA,"N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"89",2568,8207901,"Overlook Hospital","99 Beauvoir Avenue","Summit","NJ",7901,"(908) 522-2000","General Acute Care","open",504,"Union","USA",40.7117874570001,-74.353783838,622110,"General Medical And Surgical Hospitals","https://www.state.nj.us/health/healthfacilities/findhospital.shtml","2018-08-09T00:00:00.000Z","2014-02-10T00:00:00.000Z","http://www.atlantichealth.org/Overlook",NA,"Non-Profit",504,NA,"Y","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"90",2571,908618,"Trenton Psychiatric Hospital","100 Sullivan Way","Trenton","NJ",8618,"(609) 633-1500","Psychiatric","open",400,"Mercer","USA",40.243557842,-74.805436245,622210,"Psychiatric And Substance Abuse Hospitals","https://www.state.nj.us/health/healthfacilities/findhospital.shtml","2018-08-09T00:00:00.000Z","2014-02-10T00:00:00.000Z","http://www.state.nj.us/humanservices/dmhs/oshm/tph/",NA,"Government - State",400,NA,"N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"91",2572,6607834,"Saint Clares Hospital - Denville","25 Pocono Road","Denville","NJ",7834,"(973) 983-5506","General Acute Care","open",314,"Morris","USA",40.8950587890001,-74.465468156,622110,"General Medical And Surgical Hospitals","https://www.state.nj.us/health/healthfacilities/findhospital.shtml","2018-08-09T00:00:00.000Z","2014-02-10T00:00:00.000Z","http://www.saintclares.org/saint-clares-hospital-denville-new-jersey/",NA,"Proprietary",314,NA,"N","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
