Code,Item,Group,Region_Number,Region_Name,State_Name,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Average_Annual_Percent_Growth
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,5,Southeast,Florida,345,426,541,667,779,806,858,938,1009,1214,1438,1655,1786,1793,1842,1913,2134,2232,2177,2241,2129,2072,2122,2150,8.3
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,5,Southeast,Georgia,199,221,273,353,383,408,433,414,452,477,592,730,696,1042,838,755,1302,929,944,975,1009,1279,1382,1355,8.7
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,8,Far West,Hawaii,24,25,31,51,72,32,40,47,60,67,72,81,114,134,137,116,196,197,133,106,104,105,108,103,6.6
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,7,Rocky Mountains,Idaho,50,52,58,60,68,80,89,108,124,163,201,212,210,248,277,298,329,350,372,531,291,335,389,430,9.8
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,3,Great Lakes,Illinois,561,744,809,869,1020,1178,1240,1283,1205,1301,1465,1768,1719,1954,2196,2088,2224,2284,2389,2786,2567,2751,3242,2988,7.5
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,3,Great Lakes,Indiana,265,344,363,395,381,391,393,409,382,451,534,690,814,909,836,890,843,927,979,1024,1014,953,1042,1146,6.6
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,4,Plains,Iowa,160,171,196,232,264,295,312,323,338,367,409,430,484,541,592,686,714,766,878,986,987,1010,1102,1133,8.9
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,4,Plains,Kansas,138,146,167,197,229,287,385,436,468,513,566,603,563,661,708,754,701,658,729,677,707,693,696,574,6.4
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,5,Southeast,Kentucky,107,112,129,140,146,176,232,294,325,402,449,465,464,532,537,585,687,686,820,983,939,957,988,1265,11.3
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,5,Southeast,Louisiana,320,373,463,468,463,493,477,485,528,560,565,580,657,776,826,821,921,1061,1084,1191,1049,1111,1103,1025,5.2
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,1,New England,Maine,101,122,150,150,183,245,257,348,428,450,509,650,685,792,838,808,782,844,842,769,731,678,693,763,9.2
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,2,Mideast,Maryland,157,185,182,215,282,412,360,358,357,404,405,443,692,702,745,943,942,972,1111,1375,1306,1369,1468,1546,10.4
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,1,New England,Massachusetts,565,600,635,919,1125,1021,845,977,994,1084,1117,1265,1359,1247,1477,1638,2038,2007,2216,2368,2286,2490,2577,2285,6.3
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,3,Great Lakes,Michigan,463,372,388,440,504,628,984,712,461,463,531,464,489,442,535,571,596,584,619,872,916,994,984,760,2.2
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,4,Plains,Minnesota,440,453,556,769,835,817,706,790,825,928,1129,1315,1660,1693,1581,1609,1770,1855,1846,1915,1866,1908,2019,2229,7.3
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,5,Southeast,Mississippi,73,94,116,119,134,161,201,214,266,306,397,437,436,551,548,585,616,690,749,845,881,902,863,959,11.8
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,4,Plains,Missouri,168,217,285,367,423,474,474,509,543,613,701,775,768,844,885,886,937,1007,1069,1110,1202,1302,1362,1398,9.6
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,7,Rocky Mountains,Montana,36,39,44,50,57,69,60,60,66,94,119,99,122,136,147,155,163,191,201,237,235,262,271,300,9.6
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,4,Plains,Nebraska,64,66,73,84,90,105,130,136,154,182,217,248,238,269,281,297,314,345,401,407,371,402,405,400,8.3
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,8,Far West,Nevada,24,33,43,45,57,62,60,74,77,94,101,123,106,111,133,143,136,137,162,222,203,197,202,247,10.7
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,1,New England,New Hampshire,64,70,82,97,113,139,144,181,155,182,182,199,189,215,226,236,249,277,294,300,299,393,463,401,8.3
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,2,Mideast,New Jersey,477,465,517,594,633,688,773,715,772,825,931,1051,1076,1181,1410,1855,1548,1646,1729,1866,2128,1948,1699,2230,6.9
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,6,Southwest,New Mexico,64,75,89,108,139,170,165,155,164,196,208,241,253,315,348,345,366,397,355,404,340,342,357,332,7.4
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,2,Mideast,New York,2221,2452,3211,3541,3928,4468,5045,5381,5958,5964,6388,6986,8007,8080,8343,9020,9699,9604,10600,11197,11852,10942,10626,11362,7.4
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,5,Southeast,North Carolina,328,367,442,508,611,689,780,831,874,964,1050,1127,1137,1262,1430,1867,2005,2481,2953,2407,2254,2028,1579,1327,6.3
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,4,Plains,North Dakota,67,67,68,75,82,87,88,94,98,113,112,122,124,145,146,149,152,170,188,228,246,255,270,297,6.7
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,3,Great Lakes,Ohio,468,549,581,652,750,808,679,881,953,1180,1507,1717,1982,2051,2267,2157,2166,2285,2572,2807,2698,2967,3199,3997,9.8
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,6,Southwest,Oklahoma,153,182,213,215,248,277,324,375,426,434,506,569,493,521,571,618,675,747,763,719,708,695,715,738,7.1
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,8,Far West,Oregon,244,286,354,391,428,447,441,497,585,594,700,747,780,804,836,864,917,955,1218,1292,1356,1302,1691,2058,9.7
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,2,Mideast,Pennsylvania,677,730,807,923,1124,1363,1517,1590,1783,1974,2208,2348,2571,2475,2695,2806,2716,2886,3053,3397,3565,3693,3737,4277,8.3
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,1,New England,Rhode Island,131,197,241,209,238,245,248,291,327,341,404,443,453,502,518,547,598,566,546,560,540,524,535,516,6.1
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,5,Southeast,South Carolina,224,251,290,329,368,393,425,449,490,524,654,638,605,666,635,633,633,753,727,737,708,733,676,753,5.4
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,4,Plains,South Dakota,47,52,58,65,71,75,71,74,80,85,96,111,117,129,139,144,151,164,167,169,166,173,177,183,6.1
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,5,Southeast,Tennessee,144,165,163,242,452,442,423,476,475,534,640,675,647,688,914,836,1106,1067,1205,993,1003,1033,1080,1070,9.1
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,6,Southwest,Texas,836,873,1031,1190,1357,1577,1783,1784,1968,2143,2204,2499,2754,2676,2933,3067,3253,3479,3535,3734,3932,4009,4754,5395,8.4
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,7,Rocky Mountains,Utah,95,76,84,85,95,103,110,126,148,162,184,196,205,215,222,228,233,253,274,277,303,297,330,322,5.5
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,1,New England,Vermont,50,57,63,76,95,105,108,122,140,168,193,224,241,265,215,178,226,204,222,226,224,244,271,278,7.7
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,5,Southeast,Virginia,218,236,259,285,323,368,403,438,458,548,575,629,607,664,780,888,1006,1384,1716,1870,2106,2169,2299,2318,10.8
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,8,Far West,Washington,314,359,398,358,367,423,449,506,610,683,714,727,724,791,922,970,1024,1132,1253,1376,1269,1462,1714,1490,7
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,5,Southeast,West Virginia,55,77,136,198,238,248,248,266,272,289,304,345,417,394,423,418,442,455,499,543,578,666,661,684,11.6
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,3,Great Lakes,Wisconsin,381,446,450,439,461,532,561,614,643,791,821,888,909,979,1103,1015,1083,1065,1115,824,1027,1013,1024,1151,4.9
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,7,Rocky Mountains,Wyoming,7,16,24,36,41,53,64,62,62,65,68,86,96,106,109,124,131,138,138,139,146,142,141,135,13.7
